樹種,区分,樹高(m),枝張(m),幹周(cm）,行政区,種別,整理番号,路線名,通称道路名,経度,緯度
イチョウ,高木,15,7,300,港区,特例都道,418,北品川四谷線,外苑西通り,139.723604,35.637498
トキワマンサク,中木,2.5,,,港区,特例都道,482,台場青梅線,,139.770481,35.625547
カンツバキ,中木,2,,,港区,特例都道,482,台場青梅線,,139.770491,35.625546
ハマヒサカキ,中木,2,,,港区,特例都道,482,台場青梅線,,139.770672,35.625503
トキワマンサク,中木,2.5,,,港区,特例都道,482,台場青梅線,,139.770496,35.625554
ヤマモモ,高木,6,3,56,港区,主要地方道,316,日本橋芝浦大森線,海岸通り,139.750217,35.630738
イチョウ,高木,8.5,4,57,港区,特例都道,482,台場青梅線,,139.770525,35.625562
ハナミズキ,高木,4,2,23,港区,主要地方道,312,白金台町等々力線,目黒通り,139.724568,35.637281
ハナミズキ,高木,5.5,2.5,25,港区,主要地方道,312,白金台町等々力線,目黒通り,139.724786,35.637237
カンツバキ,中木,2.5,,,港区,特例都道,482,台場青梅線,,139.770547,35.625576
イチョウ,高木,15,6,250,港区,特例都道,418,北品川四谷線,外苑西通り,139.723568,35.637557
アオギリ,高木,5.5,2.5,23,港区,特例都道,480,品川埠頭線,,139.747366,35.631492
トキワマンサク,中木,2.5,,,港区,特例都道,482,台場青梅線,,139.770555,35.625585
クスノキ,高木,10,6,131,港区,主要地方道,316,日本橋芝浦大森線,海岸通り,139.750205,35.630776
カンツバキ,中木,2.5,,,港区,特例都道,482,台場青梅線,,139.770568,35.625586
イロハモミジ,高木,4.5,4,26,港区,特例都道,418,北品川四谷線,外苑西通り,139.723555,35.637577
アオギリ,高木,8.5,3.5,112,港区,特例都道,480,品川埠頭線,,139.747454,35.631484
アオギリ,高木,7.5,3.5,40,港区,特例都道,480,品川埠頭線,,139.747535,35.631481
イチョウ,高木,15,5,150,港区,特例都道,418,北品川四谷線,外苑西通り,139.723541,35.637603
イチョウ,高木,15,8,300,港区,特例都道,418,北品川四谷線,外苑西通り,139.723794,35.637539
アオギリ,高木,8,4,41,港区,特例都道,480,品川埠頭線,,139.74765,35.631471
ハナミズキ,高木,6,3,29,港区,主要地方道,312,白金台町等々力線,目黒通り,139.724679,35.63733
クスノキ,高木,10.5,5,97,港区,主要地方道,316,日本橋芝浦大森線,海岸通り,139.750211,35.630829
アオギリ,高木,8,1.5,73,港区,主要地方道,316,日本橋芝浦大森線,旧海岸通り,139.745163,35.632119
アオギリ,高木,5.5,3.5,25,港区,特例都道,480,品川埠頭線,,139.747735,35.631465
カンツバキ,中木,2,,,港区,特例都道,482,台場青梅線,,139.770823,35.625581
ヤマモモ,高木,5.5,3,89,港区,主要地方道,316,日本橋芝浦大森線,海岸通り,139.750558,35.630751
アオギリ,高木,4.5,2.5,25,港区,特例都道,480,品川埠頭線,,139.747832,35.631458
イチョウ,高木,15,6,250,港区,特例都道,418,北品川四谷線,外苑西通り,139.723756,35.637605
ムクノキ,高木,12,5,101,港区,特例都道,418,北品川四谷線,外苑西通り,139.723492,35.63768
アオギリ,高木,5,2.5,26,港区,特例都道,480,品川埠頭線,,139.747958,35.631447
クスノキ,高木,15.5,7,135,港区,主要地方道,316,日本橋芝浦大森線,海岸通り,139.750214,35.630873
トキワマンサク,中木,2,,,港区,特例都道,482,台場青梅線,,139.770687,35.625657
イチョウ,高木,15,8,300,港区,特例都道,418,北品川四谷線,外苑西通り,139.723482,35.637699
カンツバキ,中木,2,,,港区,特例都道,482,台場青梅線,,139.770704,35.62566
アオギリ,高木,6,3.5,36,港区,特例都道,480,品川埠頭線,,139.748043,35.631444
トキワマンサク,中木,2,,,港区,特例都道,482,台場青梅線,,139.770714,35.625671
ハナミズキ,高木,6,3,33,港区,主要地方道,312,白金台町等々力線,目黒通り,139.72479,35.637381
カンツバキ,中木,2,,,港区,特例都道,482,台場青梅線,,139.771107,35.625582
トキワマンサク,中木,2,,,港区,特例都道,482,台場青梅線,,139.771116,35.625584
アオギリ,高木,9.5,4.5,103,港区,特例都道,480,品川埠頭線,,139.748175,35.631434
イチョウ,高木,15,8,250,港区,特例都道,418,北品川四谷線,外苑西通り,139.723713,35.637676
カンツバキ,中木,2,,,港区,特例都道,482,台場青梅線,,139.771123,35.62559
トキワマンサク,中木,2,,,港区,特例都道,482,台場青梅線,,139.770749,35.625688
ハナミズキ,高木,6,2.5,30,港区,主要地方道,312,白金台町等々力線,目黒通り,139.724826,35.637398
アオギリ,高木,7,3.5,38,港区,特例都道,480,品川埠頭線,,139.748236,35.63143
トキワマンサク,中木,2,,,港区,特例都道,482,台場青梅線,,139.771134,35.625593
クスノキ,高木,15,6,146,港区,主要地方道,316,日本橋芝浦大森線,海岸通り,139.750218,35.630926
カンツバキ,中木,2,,,港区,特例都道,482,台場青梅線,,139.771143,35.6256
ハナミズキ,高木,5,1,18,港区,主要地方道,316,日本橋芝浦大森線,旧海岸通り,139.745174,35.632226
アオギリ,高木,8,4.5,93,港区,特例都道,480,品川埠頭線,,139.748329,35.631425
カンツバキ,中木,2,,,港区,特例都道,482,台場青梅線,,139.771163,35.625611
トキワマンサク,中木,2,,,港区,特例都道,482,台場青梅線,,139.771177,35.625614
ハナミズキ,高木,6,3,33,港区,主要地方道,312,白金台町等々力線,目黒通り,139.724879,35.637419
トキワマンサク,中木,2,,,港区,特例都道,482,台場青梅線,,139.77079,35.625716
カンツバキ,中木,2,,,港区,特例都道,482,台場青梅線,,139.770795,35.625716
アオギリ,高木,7.5,3.5,43,港区,特例都道,480,品川埠頭線,,139.748446,35.631416
イチョウ,高木,15,7,250,港区,特例都道,418,北品川四谷線,外苑西通り,139.723677,35.637735
トキワマンサク,中木,2,,,港区,特例都道,482,台場青梅線,,139.770803,35.625723
アオギリ,高木,7,3,35,港区,主要地方道,316,日本橋芝浦大森線,旧海岸通り,139.7454,35.632201
カンツバキ,中木,2,,,港区,特例都道,482,台場青梅線,,139.771,35.62568
イチョウ,高木,8,4,54,港区,特例都道,482,台場青梅線,,139.771192,35.625632
ヤマモモ,高木,6,3,55,港区,主要地方道,316,日本橋芝浦大森線,海岸通り,139.750234,35.630975
アオギリ,高木,7,3.5,39,港区,特例都道,480,品川埠頭線,,139.748527,35.631412
トキワマンサク,中木,2,,,港区,特例都道,482,台場青梅線,,139.771217,35.625634
イチョウ,高木,15,7,280,港区,特例都道,418,北品川四谷線,外苑西通り,139.723406,35.63783
トキワマンサク,中木,2,,,港区,特例都道,482,台場青梅線,,139.770835,35.625737
カンツバキ,中木,2,,,港区,特例都道,482,台場青梅線,,139.770846,35.625737
カンツバキ,中木,2,,,港区,特例都道,482,台場青梅線,,139.771225,35.625643
カンツバキ,中木,1.5,,,港区,特例都道,482,台場青梅線,,139.771034,35.625693
トキワマンサク,中木,2,,,港区,特例都道,482,台場青梅線,,139.771237,35.625644
クスノキ,高木,15.5,7,154,港区,主要地方道,316,日本橋芝浦大森線,海岸通り,139.750223,35.631002
カンツバキ,中木,1.5,,,港区,特例都道,482,台場青梅線,,139.771054,35.625706
カンツバキ,中木,2,,,港区,特例都道,482,台場青梅線,,139.770868,35.625754
ハナミズキ,高木,6.5,2.5,30,港区,主要地方道,312,白金台町等々力線,目黒通り,139.725171,35.637407
イチョウ,高木,15,5,250,港区,特例都道,418,北品川四谷線,外苑西通り,139.723638,35.637799
マサキ,中木,1.5,,,港区,主要地方道,316,日本橋芝浦大森線,海岸通り,139.75023,35.631018
トウカエデ,高木,6,3,75,港区,主要地方道,316,日本橋芝浦大森線,海岸通り,139.750576,35.63093
カンツバキ,中木,2,,,港区,特例都道,482,台場青梅線,,139.771261,35.625662
トキワマンサク,中木,2,,,港区,特例都道,482,台場青梅線,,139.77088,35.625762
トキワマンサク,中木,2,,,港区,特例都道,482,台場青梅線,,139.771276,35.625664
カンツバキ,中木,2,,,港区,特例都道,482,台場青梅線,,139.770891,35.625764
ソヨゴ,中木,1.5,,,港区,主要地方道,316,日本橋芝浦大森線,海岸通り,139.750231,35.631031
アオギリ,高木,8,4.5,84,港区,特例都道,480,品川埠頭線,,139.747403,35.631758
カンツバキ,中木,2,,,港区,特例都道,482,台場青梅線,,139.77128,35.625673
ハナミズキ,高木,5.5,3,26,港区,主要地方道,312,白金台町等々力線,目黒通り,139.724999,35.637476
サクラ,中木,2,,,港区,特例都道,482,台場青梅線,,139.771094,35.625726
マサキ,中木,1.5,,,港区,主要地方道,316,日本橋芝浦大森線,海岸通り,139.750232,35.631045
トキワマンサク,中木,2,,,港区,特例都道,482,台場青梅線,,139.770901,35.625776
アオギリ,高木,9.5,5.5,120,港区,特例都道,480,品川埠頭線,,139.748943,35.631376
カンツバキ,中木,2,,,港区,特例都道,482,台場青梅線,,139.770911,35.625777
アオギリ,高木,5,3.5,24,港区,特例都道,480,品川埠頭線,,139.747481,35.631753
ハナミズキ,高木,5,2,22,港区,主要地方道,312,白金台町等々力線,目黒通り,139.725236,35.63743
ソヨゴ,中木,1.5,,,港区,主要地方道,316,日本橋芝浦大森線,海岸通り,139.750232,35.631057
トキワマンサク,中木,2,,,港区,特例都道,482,台場青梅線,,139.770921,35.625783
ハナミズキ,高木,4,1,20,港区,主要地方道,316,日本橋芝浦大森線,旧海岸通り,139.745406,35.632289
トキワマンサク,中木,2,,,港区,特例都道,482,台場青梅線,,139.771319,35.625687
イチョウ,高木,10.5,5,84,港区,特例都道,482,台場青梅線,,139.771304,35.625692
アオギリ,高木,9.5,4,91,港区,特例都道,480,品川埠頭線,,139.749047,35.63137
ハナミズキ,高木,4,1,25,港区,主要地方道,316,日本橋芝浦大森線,旧海岸通り,139.745186,35.632357
カンツバキ,中木,2,,,港区,特例都道,482,台場青梅線,,139.771327,35.625698
イチョウ,高木,15,8,300,港区,特例都道,418,北品川四谷線,外苑西通り,139.723593,35.637871
アオギリ,高木,8,4,110,港区,特例都道,480,品川埠頭線,,139.747627,35.631742
アオギリ,高木,10,5,95,港区,特例都道,480,品川埠頭線,,139.749115,35.631365
トキワマンサク,中木,2,,,港区,特例都道,482,台場青梅線,,139.771347,35.625701
イチョウ,高木,15,6,250,港区,特例都道,418,北品川四谷線,外苑西通り,139.723335,35.637944
ハナミズキ,高木,6,2.5,30,港区,主要地方道,312,白金台町等々力線,目黒通り,139.725067,35.637504
アオギリ,高木,7,5,75,港区,特例都道,480,品川埠頭線,,139.755703,35.629696
トキワマンサク,中木,2,,,港区,特例都道,482,台場青梅線,,139.77096,35.625807
カンツバキ,中木,2,,,港区,特例都道,482,台場青梅線,,139.771345,35.62571
カンツバキ,中木,2,,,港区,特例都道,482,台場青梅線,,139.77097,35.625808
アオギリ,高木,8.5,4.5,95,港区,特例都道,480,品川埠頭線,,139.749195,35.631362
トキワマンサク,中木,2,,,港区,特例都道,482,台場青梅線,,139.771367,35.625713
アオギリ,高木,8,4,115,港区,特例都道,480,品川埠頭線,,139.74775,35.631734
トキワマンサク,中木,2,,,港区,特例都道,482,台場青梅線,,139.770977,35.625818
カンツバキ,中木,2,,,港区,特例都道,482,台場青梅線,,139.770984,35.625819
アオギリ,高木,10.5,5.5,108,港区,特例都道,480,品川埠頭線,,139.749283,35.631353
アオギリ,高木,8,4.5,108,港区,特例都道,480,品川埠頭線,,139.74782,35.631729
トキワマンサク,中木,2,,,港区,特例都道,482,台場青梅線,,139.770995,35.625823
カンツバキ,中木,2,,,港区,特例都道,482,台場青梅線,,139.771373,35.625727
トキワマンサク,中木,2,,,港区,特例都道,482,台場青梅線,,139.77139,35.625724
カンツバキ,中木,2,,,港区,特例都道,482,台場青梅線,,139.771004,35.625828
アオギリ,高木,8,4,97,港区,特例都道,480,品川埠頭線,,139.747888,35.631724
アオギリ,高木,9,6.5,108,港区,特例都道,480,品川埠頭線,,139.749368,35.631347
ハナミズキ,高木,5.5,3.5,31,港区,主要地方道,312,白金台町等々力線,目黒通り,139.725124,35.63753
トウネズミモチ,高木,3,1,23,港区,主要地方道,316,日本橋芝浦大森線,海岸通り,139.750584,35.63104
イチョウ,高木,13,5,107,港区,特例都道,418,北品川四谷線,外苑西通り,139.723558,35.637933
イチョウ,高木,11.5,5,77,港区,特例都道,482,台場青梅線,,139.771402,35.625743
アオギリ,高木,8,4,96,港区,特例都道,480,品川埠頭線,,139.74798,35.631718
アオギリ,高木,6,2,77,港区,主要地方道,316,日本橋芝浦大森線,旧海岸通り,139.745197,35.632436
ハナミズキ,高木,6.5,3,29,港区,主要地方道,312,白金台町等々力線,目黒通り,139.725168,35.637549
トキワマンサク,中木,2.5,,,港区,特例都道,482,台場青梅線,,139.771438,35.625753
アオギリ,高木,8.5,5,96,港区,特例都道,480,品川埠頭線,,139.749555,35.631336
カンツバキ,中木,2,,,港区,特例都道,482,台場青梅線,,139.771438,35.625761
スズカケノキ,高木,9,6.5,104,港区,特例都道,480,品川埠頭線,,139.755701,35.629774
トキワマンサク,中木,2.5,,,港区,特例都道,482,台場青梅線,,139.771452,35.625759
カンツバキ,中木,2,,,港区,特例都道,482,台場青梅線,,139.771454,35.625769
イチョウ,高木,15,7,250,港区,特例都道,418,北品川四谷線,外苑西通り,139.72352,35.637993
トキワマンサク,中木,2.5,,,港区,特例都道,482,台場青梅線,,139.771468,35.625769
ハナミズキ,高木,5,2.5,24,港区,主要地方道,312,白金台町等々力線,目黒通り,139.725213,35.637567
マサキ,中木,2,,,港区,特例都道,480,品川埠頭線,,139.755698,35.629795
アオギリ,高木,7,6,45,港区,特例都道,480,品川埠頭線,,139.7497,35.631327
カンツバキ,中木,2,,,港区,特例都道,482,台場青梅線,,139.771474,35.625779
カンツバキ,中木,2,,,港区,特例都道,482,台場青梅線,,139.771487,35.625779
アオギリ,高木,9,6,89,港区,特例都道,480,品川埠頭線,,139.749761,35.63132
トキワマンサク,中木,2,,,港区,特例都道,482,台場青梅線,,139.771481,35.625786
アオギリ,高木,8.5,5,107,港区,特例都道,480,品川埠頭線,,139.748336,35.631695
アオギリ,高木,4.5,2,23,港区,特例都道,480,品川埠頭線,,139.749859,35.631312
イチョウ,高木,11,4,77,港区,特例都道,482,台場青梅線,,139.771138,35.625891
マサキ,中木,2,,,港区,特例都道,480,品川埠頭線,,139.755696,35.629835
クスノキ,高木,12.5,9.5,223,港区,主要地方道,316,日本橋芝浦大森線,海岸通り,139.750155,35.63125
イチョウ,高木,11.5,5,84,港区,特例都道,482,台場青梅線,,139.771514,35.625806
アオギリ,高木,5.5,3,26,港区,特例都道,480,品川埠頭線,,139.749942,35.631307
イチョウ,高木,15,6,200,港区,特例都道,418,北品川四谷線,外苑西通り,139.723481,35.638059
ハナミズキ,高木,4,1.5,19,港区,主要地方道,316,日本橋芝浦大森線,旧海岸通り,139.745426,35.632468
アオギリ,高木,8,4,115,港区,特例都道,480,品川埠頭線,,139.748515,35.631682
アメリカザイフリボク,中木,2,,,港区,特例都道,418,北品川四谷線,外苑西通り,139.723222,35.638134
アオギリ,高木,7,5,86,港区,特例都道,480,品川埠頭線,,139.755696,35.629855
アオギリ,高木,8,4,113,港区,特例都道,480,品川埠頭線,,139.748569,35.631679
イチョウ,高木,15,4,250,港区,特例都道,418,北品川四谷線,外苑西通り,139.723212,35.638151
クスノキ,高木,13,9.5,220,港区,特例都道,480,品川埠頭線,,139.750082,35.6313
カンツバキ,中木,2,,,港区,特例都道,482,台場青梅線,,139.771186,35.625927
エンジュ,高木,6.5,5.5,70,港区,特例都道,480,品川埠頭線,,139.755872,35.629831
アメリカザイフリボク,中木,2,,,港区,特例都道,418,北品川四谷線,外苑西通り,139.723202,35.638167
イチョウ,高木,15,6,300,港区,特例都道,418,北品川四谷線,外苑西通り,139.723194,35.638182
ホルトノキ,中木,2,,,港区,特例都道,482,台場青梅線,,139.771216,35.625938
マサキ,中木,2,,,港区,特例都道,480,品川埠頭線,,139.755692,35.629897
イチョウ,高木,15,7,220,港区,特例都道,418,北品川四谷線,外苑西通り,139.723442,35.638122
トキワマンサク,中木,2,,,港区,特例都道,482,台場青梅線,,139.771222,35.625948
アオギリ,高木,7,2.5,64,港区,主要地方道,316,日本橋芝浦大森線,旧海岸通り,139.74521,35.63258
イチョウ,高木,10,5,83,港区,特例都道,482,台場青梅線,,139.771241,35.625947
イチョウ,高木,8,4,68,港区,特例都道,482,台場青梅線,,139.771615,35.625865
ハナミズキ,高木,5,2,26,港区,主要地方道,312,白金台町等々力線,目黒通り,139.725614,35.637599
アメリカザイフリボク,中木,2,,,港区,特例都道,418,北品川四谷線,外苑西通り,139.723158,35.638236
アオギリ,高木,8.5,5,110,港区,特例都道,480,品川埠頭線,,139.749058,35.631646
ハナミズキ,高木,5,2,26,港区,主要地方道,312,白金台町等々力線,目黒通り,139.725659,35.637618
イチョウ,高木,15,7,260,港区,特例都道,418,北品川四谷線,外苑西通り,139.723402,35.638194
アオギリ,高木,8,5,41,港区,特例都道,480,品川埠頭線,,139.755673,35.629973
アオギリ,高木,7,2,58,港区,主要地方道,316,日本橋芝浦大森線,旧海岸通り,139.745217,35.632647
トキワマンサク,中木,2,,,港区,特例都道,482,台場青梅線,,139.771309,35.625997
イチョウ,高木,10,5,92,港区,特例都道,482,台場青梅線,,139.771334,35.625998
イチョウ,高木,15,6,230,港区,特例都道,418,北品川四谷線,外苑西通り,139.723126,35.638295
ハナミズキ,高木,5,2,27,港区,主要地方道,312,白金台町等々力線,目黒通り,139.725707,35.63764
アオギリ,高木,9,4.5,118,港区,特例都道,480,品川埠頭線,,139.749317,35.631626
アメリカザイフリボク,中木,2,,,港区,特例都道,418,北品川四谷線,外苑西通り,139.72312,35.638307
イチョウ,高木,9.5,5,70,港区,特例都道,482,台場青梅線,,139.771726,35.625924
イチョウ,高木,15,6,220,港区,特例都道,418,北品川四谷線,外苑西通り,139.723363,35.638257
アオギリ,高木,8,5,86,港区,特例都道,480,品川埠頭線,,139.755662,35.630025
イロハモミジ,中木,2,,,港区,特例都道,418,北品川四谷線,外苑西通り,139.723106,35.638327
アオギリ,高木,9,4,109,港区,特例都道,480,品川埠頭線,,139.749417,35.631618
トキワマンサク,中木,2,,,港区,特例都道,482,台場青梅線,,139.771737,35.625931
ハナミズキ,高木,5,2,17,港区,主要地方道,316,日本橋芝浦大森線,旧海岸通り,139.745441,35.632635
イチョウ,高木,9.5,4,84,港区,特例都道,418,北品川四谷線,外苑西通り,139.7231,35.638336
クロガネモチ,高木,3.5,2.5,105,港区,特例都道,480,品川埠頭線,,139.751019,35.631217
トキワマンサク,中木,2,,,港区,特例都道,482,台場青梅線,,139.771755,35.62594
クロガネモチ,高木,3.5,3.5,42,港区,特例都道,480,品川埠頭線,,139.751124,35.63121
アオギリ,高木,7,2.5,93,港区,主要地方道,316,日本橋芝浦大森線,旧海岸通り,139.745224,35.632715
トキワマンサク,中木,2,,,港区,特例都道,482,台場青梅線,,139.771769,35.625948
アオギリ,高木,7,3.5,71,港区,特例都道,480,品川埠頭線,,139.75605,35.629962
マサキ,中木,2,,,港区,特例都道,480,品川埠頭線,,139.755653,35.630068
トキワマンサク,中木,2,,,港区,特例都道,482,台場青梅線,,139.771787,35.625957
アオギリ,高木,9,4,109,港区,特例都道,480,品川埠頭線,,139.749638,35.631606
イチョウ,高木,15,6,220,港区,特例都道,418,北品川四谷線,外苑西通り,139.723324,35.638321
アオギリ,高木,9,4,117,港区,特例都道,480,品川埠頭線,,139.749674,35.631603
トキワマンサク,中木,2,,,港区,特例都道,482,台場青梅線,,139.771801,35.625966
ハナミズキ,高木,5.5,2,25,港区,主要地方道,312,白金台町等々力線,目黒通り,139.725822,35.637692
イチョウ,高木,9.5,4,55,港区,特例都道,482,台場青梅線,,139.771451,35.626059
トキワマンサク,中木,2,,,港区,特例都道,482,台場青梅線,,139.771813,35.625971
マサキ,中木,2,,,港区,特例都道,480,品川埠頭線,,139.755642,35.630104
イチョウ,高木,11,5,91,港区,特例都道,482,台場青梅線,,139.771837,35.625983
アオギリ,高木,8,5,86,港区,特例都道,480,品川埠頭線,,139.755633,35.630126
ハナミズキ,高木,4.5,1,15,港区,主要地方道,316,日本橋芝浦大森線,旧海岸通り,139.74545,35.632725
トキワマンサク,中木,2,,,港区,特例都道,482,台場青梅線,,139.771855,35.625994
イチョウ,高木,15,7,260,港区,特例都道,418,北品川四谷線,外苑西通り,139.723288,35.63838
イチョウ,高木,15,4,250,港区,特例都道,418,北品川四谷線,外苑西通り,139.723036,35.638446
アオギリ,高木,8.5,4.5,115,港区,特例都道,480,品川埠頭線,,139.74998,35.631577
ハナミズキ,高木,5,2,28,港区,主要地方道,312,白金台町等々力線,目黒通り,139.725884,35.637722
マサキ,中木,2,,,港区,特例都道,480,品川埠頭線,,139.755629,35.630139
アオギリ,高木,6,1.5,77,港区,主要地方道,316,日本橋芝浦大森線,旧海岸通り,139.745232,35.632795
トキワマンサク,中木,2,,,港区,特例都道,482,台場青梅線,,139.771875,35.626004
アオギリ,高木,6.5,4,58,港区,特例都道,480,品川埠頭線,,139.75158,35.63118
アオギリ,高木,10,4.5,116,港区,特例都道,480,品川埠頭線,,139.75006,35.631571
トキワマンサク,中木,2,,,港区,特例都道,482,台場青梅線,,139.771891,35.626015
アオギリ,高木,7,4,59,港区,特例都道,480,品川埠頭線,,139.751688,35.631171
マサキ,中木,2,,,港区,特例都道,480,品川埠頭線,,139.755618,35.630171
アオギリ,高木,7,3,71,港区,特例都道,480,品川埠頭線,,139.756046,35.630064
トキワマンサク,中木,2,,,港区,特例都道,482,台場青梅線,,139.77191,35.626025
イチョウ,高木,15,7,250,港区,特例都道,418,北品川四谷線,外苑西通り,139.723005,35.638495
イチョウ,高木,10,5,67,港区,特例都道,482,台場青梅線,,139.77156,35.626118
マサキ,中木,2,,,港区,特例都道,480,品川埠頭線,,139.756045,35.63008
トキワマンサク,中木,2,,,港区,特例都道,482,台場青梅線,,139.771926,35.626033
アメリカザイフリボク,中木,2,,,港区,特例都道,418,北品川四谷線,外苑西通り,139.722992,35.638515
トキワマンサク,中木,2,,,港区,特例都道,482,台場青梅線,,139.771572,35.626133
マサキ,中木,2,,,港区,特例都道,480,品川埠頭線,,139.755602,35.630208
イチョウ,高木,10.5,5,67,港区,特例都道,482,台場青梅線,,139.771948,35.626043
アオギリ,高木,6,1.5,74,港区,主要地方道,316,日本橋芝浦大森線,旧海岸通り,139.745239,35.632858
トキワマンサク,中木,2,,,港区,特例都道,482,台場青梅線,,139.771592,35.62614
アオギリ,高木,5.5,2,76,港区,主要地方道,316,日本橋芝浦大森線,旧海岸通り,139.745461,35.632815
トキワマンサク,中木,2,,,港区,特例都道,482,台場青梅線,,139.771612,35.626149
トキワマンサク,中木,2,,,港区,特例都道,482,台場青梅線,,139.771628,35.626159
マサキ,中木,2,,,港区,特例都道,480,品川埠頭線,,139.756043,35.630134
マサキ,中木,2,,,港区,特例都道,480,品川埠頭線,,139.755581,35.630252
ハナミズキ,高木,4,1.5,17,港区,主要地方道,312,白金台町等々力線,目黒通り,139.726032,35.637788
トキワマンサク,中木,2,,,港区,特例都道,482,台場青梅線,,139.771643,35.626167
イチョウ,高木,15,5,200,港区,特例都道,418,北品川四谷線,外苑西通り,139.723201,35.638526
トキワマンサク,中木,2,,,港区,特例都道,482,台場青梅線,,139.771655,35.626172
アオギリ,高木,6.5,3,62,港区,特例都道,480,品川埠頭線,,139.756041,35.630155
イチョウ,高木,8.5,3,55,港区,特例都道,482,台場青梅線,,139.771671,35.626177
アオギリ,高木,8,5,99,港区,特例都道,480,品川埠頭線,,139.755565,35.630285
アオギリ,高木,8,3,93,港区,主要地方道,316,日本橋芝浦大森線,旧海岸通り,139.745245,35.632922
ハナミズキ,高木,4.5,2,28,港区,主要地方道,312,白金台町等々力線,目黒通り,139.726078,35.637813
マサキ,中木,2,,,港区,特例都道,480,品川埠頭線,,139.755558,35.630296
マサキ,中木,2,,,港区,特例都道,480,品川埠頭線,,139.756042,35.630175
アオギリ,高木,9.5,4,103,港区,特例都道,480,品川埠頭線,,139.750844,35.631508
トキワマンサク,中木,2,,,港区,特例都道,482,台場青梅線,,139.771697,35.626194
アメリカザイフリボク,中木,2,,,港区,特例都道,418,北品川四谷線,外苑西通り,139.722918,35.63864
アオギリ,高木,7,3,77,港区,主要地方道,316,日本橋芝浦大森線,旧海岸通り,139.745469,35.632889
トキワマンサク,中木,2,,,港区,特例都道,482,台場青梅線,,139.771713,35.626204
ハナミズキ,高木,4,1.5,22,港区,主要地方道,312,白金台町等々力線,目黒通り,139.726117,35.63783
イチョウ,高木,15,5,250,港区,特例都道,418,北品川四谷線,外苑西通り,139.723156,35.6386
イチョウ,高木,15,8,300,港区,特例都道,418,北品川四谷線,外苑西通り,139.722899,35.638669
トキワマンサク,中木,2,,,港区,特例都道,482,台場青梅線,,139.771741,35.626219
アオギリ,高木,7,4,78,港区,特例都道,480,品川埠頭線,,139.756042,35.630224
アオギリ,高木,6,2,75,港区,主要地方道,316,日本橋芝浦大森線,旧海岸通り,139.745251,35.632983
トキワマンサク,中木,2,,,港区,特例都道,482,台場青梅線,,139.77176,35.626228
マサキ,中木,2,,,港区,特例都道,480,品川埠頭線,,139.75604,35.630243
トキワマンサク,中木,2,,,港区,特例都道,482,台場青梅線,,139.771768,35.626234
ヤマモモ,高木,4.5,2,56,港区,主要地方道,316,日本橋芝浦大森線,海岸通り,139.750288,35.63171
トウカエデ,高木,12,5.5,71,港区,特例都道,480,品川埠頭線,,139.751023,35.631528
イチョウ,高木,8.5,4,54,港区,特例都道,482,台場青梅線,,139.771785,35.62624
イチョウ,高木,13,5,93,港区,特例都道,418,北品川四谷線,外苑西通り,139.722866,35.638728
イチョウ,高木,15,7,200,港区,特例都道,418,北品川四谷線,外苑西通り,139.723114,35.638668
アオギリ,高木,6,2,38,港区,特例都道,480,品川埠頭線,,139.756037,35.630286
アオギリ,高木,5,1.5,67,港区,主要地方道,316,日本橋芝浦大森線,旧海岸通り,139.745257,35.633046
アオギリ,高木,8,5.5,104,港区,特例都道,480,品川埠頭線,,139.755454,35.630449
マサキ,中木,2,,,港区,特例都道,480,品川埠頭線,,139.755439,35.630466
ヤマモモ,高木,4,2,43,港区,主要地方道,316,日本橋芝浦大森線,海岸通り,139.750295,35.631782
アオギリ,高木,5,2,44,港区,特例都道,480,品川埠頭線,,139.751409,35.631501
イチョウ,高木,15,6,250,港区,特例都道,418,北品川四谷線,外苑西通り,139.723078,35.638726
アオギリ,高木,6.5,2.5,82,港区,主要地方道,316,日本橋芝浦大森線,旧海岸通り,139.745482,35.633027
マサキ,中木,2,,,港区,特例都道,480,品川埠頭線,,139.755407,35.630499
イチョウ,高木,13,5,111,港区,特例都道,418,北品川四谷線,外苑西通り,139.722809,35.638816
マサキ,中木,2,,,港区,主要地方道,316,日本橋芝浦大森線,海岸通り,139.7503,35.631811
アオギリ,高木,6,2,33,港区,特例都道,480,品川埠頭線,,139.756035,35.630353
アオギリ,高木,6.5,5.5,72,港区,特例都道,480,品川埠頭線,,139.755392,35.630519
アオギリ,高木,5.5,2,74,港区,特例都道,480,品川埠頭線,,139.751637,35.631487
マサキ,中木,2,,,港区,特例都道,480,品川埠頭線,,139.755376,35.630534
アオギリ,高木,6,1.5,77,港区,主要地方道,316,日本橋芝浦大森線,旧海岸通り,139.745269,35.633113
ハナミズキ,高木,5.5,4,34,港区,主要地方道,312,白金台町等々力線,目黒通り,139.72614,35.637998
アオギリ,高木,5,2,59,港区,特例都道,480,品川埠頭線,,139.75174,35.631479
マサキ,中木,2,,,港区,特例都道,480,品川埠頭線,,139.755346,35.630563
アオギリ,高木,7.5,4,86,港区,特例都道,480,品川埠頭線,,139.755321,35.630587
マサキ,中木,2,,,港区,特例都道,480,品川埠頭線,,139.756032,35.63041
ハナミズキ,高木,4.5,1,20,港区,主要地方道,316,日本橋芝浦大森線,旧海岸通り,139.745495,35.6331
